origin,season,color_name,size,adventurous,application,print,nivel,grupo
OWN_PRODUCTION,9,black,XL,two,freetime,floral,2,top
OWN_PRODUCTION,9,black,XXL,two,freetime,floral,2,top
OWN_PRODUCTION,9,black,XXXL,two,freetime,floral,2,top
OWN_PRODUCTION,9,black,L,three,work,smooth,2,top
OWN_PRODUCTION,9,black,X4XL,three,work,smooth,2,top
OWN_PRODUCTION,9,black,XL,three,work,smooth,2,top
OWN_PRODUCTION,9,black,XXL,three,work,smooth,2,top
OWN_PRODUCTION,9,black,XXXL,three,work,smooth,2,top
OWN_PRODUCTION,9,strawberry,L,three,work,smooth,2,top
OWN_PRODUCTION,9,strawberry,X4XL,three,work,smooth,2,top
OWN_PRODUCTION,9,strawberry,XL,three,work,smooth,2,top
OWN_PRODUCTION,9,strawberry,XXL,three,work,smooth,2,top
OWN_PRODUCTION,9,strawberry,XXXL,three,work,smooth,2,top
OWN_PRODUCTION,9,white,L,three,work,smooth,2,top
OWN_PRODUCTION,9,white,X4XL,three,work,smooth,2,top
OWN_PRODUCTION,9,white,XL,three,work,smooth,2,top
OWN_PRODUCTION,9,white,XXL,three,work,smooth,2,top
OWN_PRODUCTION,9,white,XXXL,three,work,smooth,2,top
OWN_PRODUCTION,9,black,L,four,night,smooth,2,top
OWN_PRODUCTION,9,black,X4XL,four,night,smooth,2,top
OWN_PRODUCTION,9,black,XL,four,night,smooth,2,top
OWN_PRODUCTION,9,black,XXL,four,night,smooth,2,top
OWN_PRODUCTION,9,black,XXXL,four,night,smooth,2,top
OWN_PRODUCTION,9,blue_dark,L,four,night,smooth,2,top
OWN_PRODUCTION,9,blue_dark,X4XL,four,night,smooth,2,top
OWN_PRODUCTION,9,blue_dark,XL,four,night,smooth,2,top
OWN_PRODUCTION,9,blue_dark,XXL,four,night,smooth,2,top
OWN_PRODUCTION,9,blue_dark,XXXL,four,night,smooth,2,top
OWN_PRODUCTION,9,ecru,L,four,night,smooth,2,top
OWN_PRODUCTION,9,ecru,X4XL,four,night,smooth,2,top
OWN_PRODUCTION,9,ecru,XL,four,night,smooth,2,top
OWN_PRODUCTION,9,ecru,XXL,four,night,smooth,2,top
OWN_PRODUCTION,9,ecru,XXXL,four,night,smooth,2,top
MAINSTREAM,8,black,L,four,night,smooth,2,top
MAINSTREAM,8,black,M,four,night,smooth,2,top
MAINSTREAM,8,black,S,four,night,smooth,2,top
MAINSTREAM,8,black,XL,four,night,smooth,2,top
MAINSTREAM,8,black,XS,four,night,smooth,2,top
MAINSTREAM,8,black,XXL,four,night,smooth,2,top
MAINSTREAM,8,black,XXXL,four,night,smooth,2,top
NO_MAINSTREAM,8,black,L,four,special_occasion,smooth,2,top
NO_MAINSTREAM,8,black,M,four,special_occasion,smooth,2,top
NO_MAINSTREAM,8,black,XL,four,special_occasion,smooth,2,top
NO_MAINSTREAM,8,black,XXL,four,special_occasion,smooth,2,top
NO_MAINSTREAM,8,black,XXXL,four,special_occasion,smooth,2,top
WHOLE_SALE,8,beige,L,four,freetime,animal_print,2,top
WHOLE_SALE,8,beige,M,four,freetime,animal_print,2,top
WHOLE_SALE,8,beige,S,four,freetime,animal_print,2,top
WHOLE_SALE,8,red,L,three,freetime,smooth,2,top
WHOLE_SALE,8,red,M,three,freetime,smooth,2,top
WHOLE_SALE,8,red,S,three,freetime,smooth,2,top
NO_MAINSTREAM,9,ecru,L,two,freetime,smooth,2,top
NO_MAINSTREAM,9,ecru,M,two,freetime,smooth,2,top
NO_MAINSTREAM,9,ecru,S,two,freetime,smooth,2,top
NO_MAINSTREAM,9,nude,L,two,freetime,smooth,2,top
NO_MAINSTREAM,9,nude,M,two,freetime,smooth,2,top
NO_MAINSTREAM,9,nude,S,two,freetime,smooth,2,top
MAINSTREAM,9,black,L,three,freetime,floral,2,top
MAINSTREAM,9,black,M,three,freetime,floral,2,top
MAINSTREAM,9,black,S,three,freetime,floral,2,top
MAINSTREAM,9,black,XL,three,freetime,floral,2,top
MAINSTREAM,9,black,XS,three,freetime,floral,2,top
MAINSTREAM,9,black,XXL,three,freetime,floral,2,top
MAINSTREAM,9,blue_dark,L,three,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,M,three,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,S,three,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,XL,three,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,XXL,three,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,XXXL,three,freetime,smooth,2,top
MAINSTREAM,9,ecru,XXL,three,freetime,smooth,2,top
MAINSTREAM,9,ecru,XXXL,three,freetime,smooth,2,top
WHOLE_SALE,9,red,L,two,freetime,miniprint,2,top
WHOLE_SALE,9,red,M,two,freetime,miniprint,2,top
WHOLE_SALE,9,red,S,two,freetime,miniprint,2,top
WHOLE_SALE,9,black,L,two,freetime,smooth,2,top
WHOLE_SALE,9,black,M,two,freetime,smooth,2,top
WHOLE_SALE,9,black,S,two,freetime,smooth,2,top
WHOLE_SALE,9,black,XS,two,freetime,smooth,2,top
WHOLE_SALE,9,ecru,L,two,freetime,smooth,2,top
WHOLE_SALE,9,ecru,M,two,freetime,smooth,2,top
WHOLE_SALE,9,ecru,S,two,freetime,smooth,2,top
WHOLE_SALE,9,ecru,XS,two,freetime,smooth,2,top
NO_MAINSTREAM,9,white,L,three,freetime,smooth,2,top
NO_MAINSTREAM,9,white,M,three,freetime,smooth,2,top
NO_MAINSTREAM,9,white,S,three,freetime,smooth,2,top
NO_MAINSTREAM,9,white,XS,three,freetime,smooth,2,top
OWN_PRODUCTION,9,ecru,X4XL,three,freetime,printed,2,top
OWN_PRODUCTION,9,ecru,XXL,three,freetime,printed,2,top
OWN_PRODUCTION,9,ecru,XXXL,three,freetime,printed,2,top
OWN_PRODUCTION,9,white,X4XL,three,freetime,printed,2,top
OWN_PRODUCTION,9,white,XXL,three,freetime,printed,2,top
OWN_PRODUCTION,9,white,XXXL,three,freetime,printed,2,top
NO_MAINSTREAM,9,ecru,XXL,three,freetime,smooth,2,top
NO_MAINSTREAM,9,mint,L,three,freetime,smooth,2,top
NO_MAINSTREAM,9,mint,M,three,freetime,smooth,2,top
NO_MAINSTREAM,9,mint,S,three,freetime,smooth,2,top
NO_MAINSTREAM,9,mint,XL,three,freetime,smooth,2,top
NO_MAINSTREAM,9,mint,XS,three,freetime,smooth,2,top
NO_MAINSTREAM,9,mint,XXL,three,freetime,smooth,2,top
NO_MAINSTREAM,9,yellow,L,three,freetime,smooth,2,top
NO_MAINSTREAM,9,yellow,M,three,freetime,smooth,2,top
NO_MAINSTREAM,9,yellow,S,three,freetime,smooth,2,top
NO_MAINSTREAM,9,yellow,XL,three,freetime,smooth,2,top
NO_MAINSTREAM,9,yellow,XS,three,freetime,smooth,2,top
NO_MAINSTREAM,9,yellow,XXL,three,freetime,smooth,2,top
WHOLE_SALE,8,rust,L,two,freetime,smooth,2,top
WHOLE_SALE,8,rust,M,two,freetime,smooth,2,top
WHOLE_SALE,8,rust,S,two,freetime,smooth,2,top
NO_MAINSTREAM,9,blue_dark,L,three,freetime,miniprint,2,top
NO_MAINSTREAM,9,blue_dark,M,three,freetime,miniprint,2,top
NO_MAINSTREAM,9,blue_dark,S,three,freetime,miniprint,2,top
NO_MAINSTREAM,9,blue_dark,XL,three,freetime,miniprint,2,top
NO_MAINSTREAM,9,blue_dark,XXL,three,freetime,miniprint,2,top
NO_MAINSTREAM,9,black,L,three,freetime,animal_print,2,top
NO_MAINSTREAM,9,black,M,three,freetime,animal_print,2,top
NO_MAINSTREAM,9,black,S,three,freetime,animal_print,2,top
NO_MAINSTREAM,9,black,XL,three,freetime,animal_print,2,top
NO_MAINSTREAM,9,black,XS,three,freetime,animal_print,2,top
NO_MAINSTREAM,9,black,XXL,three,freetime,animal_print,2,top
NO_MAINSTREAM,9,lilac,L,three,freetime,floral,2,top
NO_MAINSTREAM,9,lilac,M,three,freetime,floral,2,top
NO_MAINSTREAM,9,lilac,S,three,freetime,floral,2,top
NO_MAINSTREAM,9,lilac,XL,three,freetime,floral,2,top
MAINSTREAM,8,ecru,X4XL,three,freetime,animal_print,2,top
MAINSTREAM,8,ecru,XL,three,freetime,animal_print,2,top
MAINSTREAM,8,ecru,XXL,three,freetime,animal_print,2,top
MAINSTREAM,8,ecru,XXXL,three,freetime,animal_print,2,top
WHOLE_SALE,8,green,L,two,freetime,smooth,2,top
WHOLE_SALE,8,green,M,two,freetime,smooth,2,top
WHOLE_SALE,8,green,S,two,freetime,smooth,2,top
MAINSTREAM,9,beige,L,two,freetime,miniprint,2,top
MAINSTREAM,9,beige,M,two,freetime,miniprint,2,top
MAINSTREAM,9,beige,S,two,freetime,miniprint,2,top
MAINSTREAM,9,beige,XL,two,freetime,miniprint,2,top
MAINSTREAM,9,beige,XS,two,freetime,miniprint,2,top
MAINSTREAM,9,beige,XXL,two,freetime,miniprint,2,top
OWN_PRODUCTION,8,black,X4XL,three,freetime,miniprint,2,top
OWN_PRODUCTION,8,black,XL,three,freetime,miniprint,2,top
OWN_PRODUCTION,8,black,XXL,three,freetime,miniprint,2,top
OWN_PRODUCTION,8,black,XXXL,three,freetime,miniprint,2,top
OWN_PRODUCTION,9,black,L,three,freetime,printed,2,top
OWN_PRODUCTION,9,black,X4XL,three,freetime,printed,2,top
OWN_PRODUCTION,9,black,XL,three,freetime,printed,2,top
OWN_PRODUCTION,9,black,XXL,three,freetime,printed,2,top
OWN_PRODUCTION,9,black,XXXL,three,freetime,printed,2,top
OWN_PRODUCTION,9,black,L,two,freetime,printed,2,top
OWN_PRODUCTION,9,black,X4XL,two,freetime,printed,2,top
OWN_PRODUCTION,9,black,XL,two,freetime,printed,2,top
OWN_PRODUCTION,9,black,XXL,two,freetime,printed,2,top
OWN_PRODUCTION,9,black,XXXL,two,freetime,printed,2,top
OWN_PRODUCTION,9,black,L,two,freetime,sheets,2,top
OWN_PRODUCTION,9,black,X4XL,two,freetime,sheets,2,top
OWN_PRODUCTION,9,black,XL,two,freetime,sheets,2,top
OWN_PRODUCTION,9,black,XXL,two,freetime,sheets,2,top
OWN_PRODUCTION,9,black,XXXL,two,freetime,sheets,2,top
OWN_PRODUCTION,9,blue_dark,L,two,freetime,printed,2,top
OWN_PRODUCTION,9,blue_dark,X4XL,two,freetime,printed,2,top
OWN_PRODUCTION,9,blue_dark,XL,two,freetime,printed,2,top
OWN_PRODUCTION,9,blue_dark,XXL,two,freetime,printed,2,top
OWN_PRODUCTION,9,blue_dark,XXXL,two,freetime,printed,2,top
OWN_PRODUCTION,9,ecru,L,three,freetime,smooth,2,top
OWN_PRODUCTION,9,ecru,X4XL,three,freetime,smooth,2,top
OWN_PRODUCTION,9,ecru,XL,three,freetime,smooth,2,top
OWN_PRODUCTION,9,ecru,XXL,three,freetime,smooth,2,top
OWN_PRODUCTION,9,ecru,XXXL,three,freetime,smooth,2,top
OWN_PRODUCTION,9,ecru,L,three,freetime,printed,2,top
OWN_PRODUCTION,9,ecru,XL,three,freetime,printed,2,top
WHOLE_SALE,8,black,L,two,work,smooth,2,top
WHOLE_SALE,8,black,M,two,work,smooth,2,top
WHOLE_SALE,8,black,S,two,work,smooth,2,top
WHOLE_SALE,8,black,XS,two,work,smooth,2,top
WHOLE_SALE,8,black,L,four,night,smooth,2,top
WHOLE_SALE,8,black,M,four,night,smooth,2,top
WHOLE_SALE,8,black,S,four,night,smooth,2,top
WHOLE_SALE,8,gold,L,four,night,smooth,2,top
WHOLE_SALE,8,gold,M,four,night,smooth,2,top
WHOLE_SALE,8,gold,S,four,night,smooth,2,top
WHOLE_SALE,8,jade,L,four,night,smooth,2,top
WHOLE_SALE,8,jade,M,four,night,smooth,2,top
WHOLE_SALE,8,jade,S,four,night,smooth,2,top
OWN_PRODUCTION,9,blue,L,two,freetime,smooth,2,top
OWN_PRODUCTION,9,blue,X4XL,two,freetime,smooth,2,top
OWN_PRODUCTION,9,blue,XL,two,freetime,smooth,2,top
OWN_PRODUCTION,9,blue,XXL,two,freetime,smooth,2,top
OWN_PRODUCTION,9,blue,XXXL,two,freetime,smooth,2,top
OWN_PRODUCTION,9,grey_dark,L,two,freetime,smooth,2,top
OWN_PRODUCTION,9,grey_dark,X4XL,two,freetime,smooth,2,top
OWN_PRODUCTION,9,grey_dark,XL,two,freetime,smooth,2,top
OWN_PRODUCTION,9,grey_dark,XXL,two,freetime,smooth,2,top
OWN_PRODUCTION,9,grey_dark,XXXL,two,freetime,smooth,2,top
OWN_PRODUCTION,9,black,L,three,special_occasion,smooth,2,top
OWN_PRODUCTION,9,black,X4XL,three,special_occasion,smooth,2,top
OWN_PRODUCTION,9,black,XL,three,special_occasion,smooth,2,top
OWN_PRODUCTION,9,black,XXL,three,special_occasion,smooth,2,top
OWN_PRODUCTION,9,black,XXXL,three,special_occasion,smooth,2,top
WHOLE_SALE,9,red,L,three,night,animal_print,2,top
WHOLE_SALE,9,red,M,three,night,animal_print,2,top
WHOLE_SALE,9,red,S,three,night,animal_print,2,top
WHOLE_SALE,9,white,L,three,night,animal_print,2,top
WHOLE_SALE,9,white,M,three,night,animal_print,2,top
WHOLE_SALE,9,white,S,three,night,animal_print,2,top
WHOLE_SALE,9,black,XL,two,freetime,smooth,2,top
WHOLE_SALE,9,blue_dark,L,two,freetime,smooth,2,top
WHOLE_SALE,9,blue_dark,M,two,freetime,smooth,2,top
WHOLE_SALE,9,blue_dark,S,two,freetime,smooth,2,top
WHOLE_SALE,9,blue_dark,XL,two,freetime,smooth,2,top
WHOLE_SALE,9,green_dark,L,two,freetime,smooth,2,top
WHOLE_SALE,9,green_dark,M,two,freetime,smooth,2,top
WHOLE_SALE,9,green_dark,S,two,freetime,smooth,2,top
WHOLE_SALE,9,green_dark,XL,two,freetime,smooth,2,top
WHOLE_SALE,9,white,L,two,freetime,smooth,2,top
WHOLE_SALE,9,white,M,two,freetime,smooth,2,top
WHOLE_SALE,9,white,S,two,freetime,smooth,2,top
WHOLE_SALE,9,white,XL,two,freetime,smooth,2,top
MAINSTREAM,9,black,L,three,working_girl,floral,2,top
MAINSTREAM,9,black,M,three,working_girl,floral,2,top
MAINSTREAM,9,black,S,three,working_girl,floral,2,top
MAINSTREAM,9,black,X4XL,three,working_girl,floral,2,top
MAINSTREAM,9,black,XL,three,working_girl,floral,2,top
MAINSTREAM,9,black,XS,three,working_girl,floral,2,top
MAINSTREAM,9,black,XXL,three,working_girl,floral,2,top
MAINSTREAM,9,black,XXXL,three,working_girl,floral,2,top
MAINSTREAM,9,black,L,two,freetime,floral,2,top
MAINSTREAM,9,black,M,two,freetime,floral,2,top
MAINSTREAM,9,black,S,two,freetime,floral,2,top
MAINSTREAM,9,black,XL,two,freetime,floral,2,top
MAINSTREAM,9,black,XXL,two,freetime,floral,2,top
MAINSTREAM,9,black,XXXL,two,freetime,floral,2,top
MAINSTREAM,9,green,L,two,freetime,floral,2,top
MAINSTREAM,9,green,M,two,freetime,floral,2,top
MAINSTREAM,9,green,S,two,freetime,floral,2,top
MAINSTREAM,9,green,XL,two,freetime,floral,2,top
MAINSTREAM,9,green,XXL,two,freetime,floral,2,top
MAINSTREAM,9,green,XXXL,two,freetime,floral,2,top
MAINSTREAM,9,red,L,three,freetime,smooth,2,top
MAINSTREAM,9,red,M,three,freetime,smooth,2,top
MAINSTREAM,9,red,S,three,freetime,smooth,2,top
MAINSTREAM,9,red,XL,three,freetime,smooth,2,top
MAINSTREAM,9,red,XXL,three,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,L,two,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,M,two,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,S,two,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,XL,two,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,XS,two,freetime,smooth,2,top
MAINSTREAM,9,blue_dark,XXL,two,freetime,smooth,2,top
WHOLE_SALE,9,black,L,two,work,smooth,2,top
WHOLE_SALE,9,black,M,two,work,smooth,2,top
WHOLE_SALE,9,black,S,two,work,smooth,2,top
WHOLE_SALE,9,blue_dark,L,two,work,smooth,2,top
WHOLE_SALE,9,blue_dark,M,two,work,smooth,2,top
WHOLE_SALE,9,blue_dark,S,two,work,smooth,2,top
WHOLE_SALE,9,green_dark,L,two,work,smooth,2,top
WHOLE_SALE,9,green_dark,M,two,work,smooth,2,top
WHOLE_SALE,9,green_dark,S,two,work,smooth,2,top
WHOLE_SALE,9,white,L,two,work,smooth,2,top
WHOLE_SALE,9,white,M,two,work,smooth,2,top
WHOLE_SALE,9,white,S,two,work,smooth,2,top
WHOLE_SALE,9,black,L,two,freetime,floral,2,top
WHOLE_SALE,9,black,M,two,freetime,floral,2,top
WHOLE_SALE,9,black,S,two,freetime,floral,2,top
WHOLE_SALE,9,gold,L,two,freetime,smooth,2,top
WHOLE_SALE,9,gold,M,two,freetime,smooth,2,top
WHOLE_SALE,9,gold,S,two,freetime,smooth,2,top
WHOLE_SALE,9,rust,L,two,freetime,smooth,2,top
WHOLE_SALE,9,rust,M,two,freetime,smooth,2,top
WHOLE_SALE,9,rust,S,two,freetime,smooth,2,top
WHOLE_SALE,9,black,L,two,freetime,polka_dot,2,top
WHOLE_SALE,9,black,M,two,freetime,polka_dot,2,top
WHOLE_SALE,9,black,S,two,freetime,polka_dot,2,top
WHOLE_SALE,9,white,L,two,freetime,polka_dot,2,top
WHOLE_SALE,9,white,M,two,freetime,polka_dot,2,top
WHOLE_SALE,9,white,S,two,freetime,polka_dot,2,top
MAINSTREAM,9,black,L,three,freetime,smooth,2,top
MAINSTREAM,9,black,M,three,freetime,smooth,2,top
MAINSTREAM,9,black,S,three,freetime,smooth,2,top
MAINSTREAM,9,black,XS,three,freetime,smooth,2,top
NO_MAINSTREAM,9,black,L,two,work,smooth,2,top
NO_MAINSTREAM,9,black,M,two,work,smooth,2,top
NO_MAINSTREAM,9,black,S,two,work,smooth,2,top
NO_MAINSTREAM,9,khaki,L,two,work,smooth,2,top
NO_MAINSTREAM,9,khaki,M,two,work,smooth,2,top
NO_MAINSTREAM,9,khaki,S,two,work,smooth,2,top
NO_MAINSTREAM,9,brick,L,three,special_occasion,smooth,2,top
NO_MAINSTREAM,9,brick,M,three,special_occasion,smooth,2,top
NO_MAINSTREAM,9,brick,S,three,special_occasion,smooth,2,top
NO_MAINSTREAM,9,grey_dark,L,three,special_occasion,smooth,2,top
NO_MAINSTREAM,9,grey_dark,M,three,special_occasion,smooth,2,top
NO_MAINSTREAM,9,grey_dark,S,three,special_occasion,smooth,2,top
NO_MAINSTREAM,9,green_light,L,three,freetime,tropical,2,top
NO_MAINSTREAM,9,green_light,M,three,freetime,tropical,2,top
NO_MAINSTREAM,9,green_light,S,three,freetime,tropical,2,top
WHOLE_SALE,9,mustand,L,four,freetime,floral,2,top
WHOLE_SALE,9,mustand,M,four,freetime,floral,2,top
WHOLE_SALE,9,mustand,S,four,freetime,floral,2,top
WHOLE_SALE,9,pink,L,three,freetime,retro,2,top
WHOLE_SALE,9,pink,M,three,freetime,retro,2,top
WHOLE_SALE,9,pink,S,three,freetime,retro,2,top
WHOLE_SALE,9,black,L,three,freetime,geometric,2,top
WHOLE_SALE,9,black,M,three,freetime,geometric,2,top
WHOLE_SALE,9,black,S,three,freetime,geometric,2,top
WHOLE_SALE,9,black,L,three,freetime,smooth,2,top
WHOLE_SALE,9,black,M,three,freetime,smooth,2,top
WHOLE_SALE,9,black,S,three,freetime,smooth,2,top
WHOLE_SALE,9,blue_dark,L,three,freetime,smooth,2,top
WHOLE_SALE,9,blue_dark,M,three,freetime,smooth,2,top
WHOLE_SALE,9,blue_dark,S,three,freetime,smooth,2,top
WHOLE_SALE,9,green_light,L,three,freetime,smooth,2,top
WHOLE_SALE,9,green_light,M,three,freetime,smooth,2,top
WHOLE_SALE,9,green_light,S,three,freetime,smooth,2,top
WHOLE_SALE,9,yellow_light,L,three,freetime,smooth,2,top
WHOLE_SALE,9,yellow_light,M,three,freetime,smooth,2,top
WHOLE_SALE,9,yellow_light,S,three,freetime,smooth,2,top
WHOLE_SALE,9,orange,L,three,freetime,smooth,2,top
WHOLE_SALE,9,orange,M,three,freetime,smooth,2,top
WHOLE_SALE,9,orange,S,three,freetime,smooth,2,top
WHOLE_SALE,9,white,L,three,freetime,smooth,2,top
WHOLE_SALE,9,white,M,three,freetime,smooth,2,top
WHOLE_SALE,9,white,S,three,freetime,smooth,2,top
WHOLE_SALE,9,ecru,L,three,freetime,floral,2,top
WHOLE_SALE,9,ecru,M,three,freetime,floral,2,top
WHOLE_SALE,9,ecru,S,three,freetime,floral,2,top
WHOLE_SALE,9,black,L,three,freetime,floral,2,top
WHOLE_SALE,9,black,M,three,freetime,floral,2,top
WHOLE_SALE,9,black,S,three,freetime,floral,2,top
WHOLE_SALE,9,fuchsia,L,four,freetime,sheets,2,top
WHOLE_SALE,9,fuchsia,M,four,freetime,sheets,2,top
WHOLE_SALE,9,fuchsia,S,four,freetime,sheets,2,top
WHOLE_SALE,9,beige,L,three,freetime,floral,2,top
WHOLE_SALE,9,beige,M,three,freetime,floral,2,top
WHOLE_SALE,9,beige,S,three,freetime,floral,2,top
WHOLE_SALE,9,fuchsia,L,three,freetime,floral,2,top
WHOLE_SALE,9,fuchsia,M,three,freetime,floral,2,top
WHOLE_SALE,9,fuchsia,S,three,freetime,floral,2,top
WHOLE_SALE,9,blue,L,two,freetime,smooth,2,top
WHOLE_SALE,9,blue,M,two,freetime,smooth,2,top
WHOLE_SALE,9,blue,S,two,freetime,smooth,2,top
WHOLE_SALE,9,blue_light,L,two,freetime,smooth,2,top
WHOLE_SALE,9,blue_light,M,two,freetime,smooth,2,top
WHOLE_SALE,9,blue_light,S,two,freetime,smooth,2,top
WHOLE_SALE,9,green_light,L,two,freetime,smooth,2,top
WHOLE_SALE,9,green_light,M,two,freetime,smooth,2,top
WHOLE_SALE,9,green_light,S,two,freetime,smooth,2,top
WHOLE_SALE,9,pink,L,two,freetime,smooth,2,top
WHOLE_SALE,9,pink,M,two,freetime,smooth,2,top
WHOLE_SALE,9,pink,S,two,freetime,smooth,2,top
WHOLE_SALE,9,pink,L,three,freetime,smooth,2,top
WHOLE_SALE,9,pink,M,three,freetime,smooth,2,top
WHOLE_SALE,9,pink,S,three,freetime,smooth,2,top
MAINSTREAM,9,brown,L,two,freetime,vertical_stripes,2,top
MAINSTREAM,9,brown,S,two,freetime,vertical_stripes,2,top
MAINSTREAM,9,brown,XL,two,freetime,vertical_stripes,2,top
MAINSTREAM,9,brown,XS,two,freetime,vertical_stripes,2,top
MAINSTREAM,9,grey_blue,L,two,freetime,vertical_stripes,2,top
MAINSTREAM,9,grey_blue,S,two,freetime,vertical_stripes,2,top
MAINSTREAM,9,grey_blue,XL,two,freetime,vertical_stripes,2,top
MAINSTREAM,9,grey_blue,XS,two,freetime,vertical_stripes,2,top
MAINSTREAM,9,black,L,three,freetime,polka_dot,2,top
MAINSTREAM,9,black,M,three,freetime,polka_dot,2,top
MAINSTREAM,9,black,S,three,freetime,polka_dot,2,top
MAINSTREAM,9,black,XL,three,freetime,polka_dot,2,top
MAINSTREAM,9,black,XS,three,freetime,polka_dot,2,top
MAINSTREAM,9,black,XXL,three,freetime,polka_dot,2,top
MAINSTREAM,9,black,XXXL,three,freetime,polka_dot,2,top
WHOLE_SALE,9,brick,L,two,freetime,smooth,2,top
WHOLE_SALE,9,brick,M,two,freetime,smooth,2,top
WHOLE_SALE,9,brick,S,two,freetime,smooth,2,top
WHOLE_SALE,9,green_light,L,two,freetime,floral,2,top
WHOLE_SALE,9,green_light,M,two,freetime,floral,2,top
WHOLE_SALE,9,green_light,S,two,freetime,floral,2,top
WHOLE_SALE,9,blue_light,L,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,blue_light,M,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,blue_light,S,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,green_light,L,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,green_light,M,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,green_light,S,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,pink,L,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,pink,M,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,pink,S,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,yellow,L,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,yellow,M,two,freetime,vertical_stripes,2,top
WHOLE_SALE,9,yellow,S,two,freetime,vertical_stripes,2,top
MAINSTREAM,9,crimson,L,two,freetime,smooth,2,top
MAINSTREAM,9,crimson,XL,two,freetime,smooth,2,top
MAINSTREAM,9,khaki,XL,two,freetime,smooth,2,top
WHOLE_SALE,9,blue_light,L,two,freetime,other,2,top
WHOLE_SALE,9,blue_light,M,two,freetime,other,2,top
WHOLE_SALE,9,blue_light,S,two,freetime,other,2,top
WHOLE_SALE,9,green,L,two,freetime,other,2,top
WHOLE_SALE,9,green,M,two,freetime,other,2,top
WHOLE_SALE,9,green,S,two,freetime,other,2,top
WHOLE_SALE,9,pink,L,two,freetime,other,2,top
WHOLE_SALE,9,pink,M,two,freetime,other,2,top
WHOLE_SALE,9,pink,S,two,freetime,other,2,top
WHOLE_SALE,9,blue_light,L,two,freetime,floral,2,top
WHOLE_SALE,9,blue_light,M,two,freetime,floral,2,top
WHOLE_SALE,9,blue_light,S,two,freetime,floral,2,top
WHOLE_SALE,9,yellow,L,two,freetime,floral,2,top
WHOLE_SALE,9,yellow,M,two,freetime,floral,2,top
WHOLE_SALE,9,yellow,S,two,freetime,floral,2,top
WHOLE_SALE,9,green,L,two,freetime,smooth,2,top
WHOLE_SALE,9,green,M,two,freetime,smooth,2,top
WHOLE_SALE,9,green,S,two,freetime,smooth,2,top
WHOLE_SALE,9,red,L,two,freetime,smooth,2,top
WHOLE_SALE,9,red,M,two,freetime,smooth,2,top
WHOLE_SALE,9,red,S,two,freetime,smooth,2,top
WHOLE_SALE,9,crimson,L,two,freetime,smooth,2,top
WHOLE_SALE,9,crimson,M,two,freetime,smooth,2,top
WHOLE_SALE,9,crimson,S,two,freetime,smooth,2,top
WHOLE_SALE,9,strawberry,L,three,freetime,floral,2,top
WHOLE_SALE,9,strawberry,M,three,freetime,floral,2,top
WHOLE_SALE,9,strawberry,S,three,freetime,floral,2,top
WHOLE_SALE,9,strawberry,XS,three,freetime,floral,2,top
WHOLE_SALE,9,pink,L,three,freetime,floral,2,top
WHOLE_SALE,9,pink,M,three,freetime,floral,2,top
WHOLE_SALE,9,pink,S,three,freetime,floral,2,top
MAINSTREAM,9,ecru,L,three,freetime,floral,2,top
MAINSTREAM,9,ecru,M,three,freetime,floral,2,top
MAINSTREAM,9,ecru,S,three,freetime,floral,2,top
MAINSTREAM,9,ecru,XL,three,freetime,floral,2,top
MAINSTREAM,9,ecru,XS,three,freetime,floral,2,top
MAINSTREAM,9,ecru,XXL,three,freetime,floral,2,top
MAINSTREAM,9,ecru,XXXL,three,freetime,floral,2,top
WHOLE_SALE,7,black,XL,two,freetime,smooth,2,top
WHOLE_SALE,7,blue_dark,XL,two,freetime,smooth,2,top
WHOLE_SALE,7,blue_klein,L,two,freetime,smooth,2,top
WHOLE_SALE,7,blue_klein,M,two,freetime,smooth,2,top
WHOLE_SALE,7,blue_klein,S,two,freetime,smooth,2,top
WHOLE_SALE,7,blue_klein,XL,two,freetime,smooth,2,top
WHOLE_SALE,7,crimson,L,two,freetime,smooth,2,top
WHOLE_SALE,7,crimson,M,two,freetime,smooth,2,top
WHOLE_SALE,7,crimson,S,two,freetime,smooth,2,top
WHOLE_SALE,7,crimson,XL,two,freetime,smooth,2,top
WHOLE_SALE,7,green,L,two,freetime,smooth,2,top
